,reaction,compound
1362,R09678,C10193
1363,R02667,C00021
1364,R02667,C03986
1365,R02667,C00019
1366,R02667,C00632
1367,R01885,C00620
1368,R01885,C00020
1369,R01885,C00301
1370,R01885,C00001
1371,R12062,C21861
1372,R12062,C21878
1373,R12062,C00020
1374,R12062,C00013
1375,R12062,C02743
1376,R12062,C21851
1377,R12062,C00002
1378,R11216,C00021
1379,R11216,C04143
1380,R11216,C00019
1381,R11216,C00613
1382,R05625,C02734
1383,R05625,C00020
1384,R05625,C00009
1385,R05625,C00146
1386,R05625,C00002
1387,R05625,C00001
1388,R02473,C00020
1389,R02473,C00013
1390,R02473,C00864
1391,R02473,C00002
1392,R02473,C00522
1393,R02473,C00099
1394,R04893,C05583
1395,R04893,C00014
1396,R04893,C00027
1397,R04893,C05589
1398,R04893,C00001
1399,R04893,C00007
1400,R08789,C00021
1401,R08789,C02915
1402,R08789,C00019
1403,R08789,C03329
1404,R04866,C00021
1405,R04866,C05545
1406,R04866,C00019
1407,R04866,C05544
1408,R11535,C00020
1409,R11535,C01151
1410,R11535,C00008
1411,R11535,C00620
1412,R00860,C00224
1413,R00860,C00030
1414,R00860,C00094
1415,R00860,C00028
1416,R00860,C00020
1417,R06751,C12461
1418,R06751,C00020
1419,R06751,C00013
1420,R06751,C00082
1421,R06751,C21097
1422,R06751,C00002
1423,R10710,C00021
1424,R10710,C20738
1425,R10710,C00019
1426,R10710,C20737
1427,R03229,C00021
1428,R03229,C01091
1429,R03229,C00019
1430,R03229,C04318
1431,R07242,C00021
1432,R07242,C15531
1433,R07242,C00019
1434,R07242,C08650
1435,R03424,C00021
1436,R03424,C04308
1437,R03424,C00019
1438,R03424,C01241
1439,R03835,C00021
1440,R03835,C04118
1441,R03835,C00019
1442,R03835,C02106
1443,R10491,C00021
1444,R10491,C14153
1445,R10491,C00019
1446,R10491,C14155
1447,R04892,C05584
1448,R04892,C00005
1449,R04892,C00080
1450,R04892,C05583
1451,R04892,C00006
1452,R04892,C00001
1453,R08769,C17552
1454,R08769,C00021
1455,R08769,C17551
1456,R08769,C00019
1457,R05452,C00013
1458,R05452,C07118
1459,R05452,C00020
1460,R05452,C07114
1461,R05452,C00010
1462,R05452,C00002
1463,R04427,C00021
1464,R04427,C04525
1465,R04427,C00019
1466,R04427,C05437
1467,R07330,C00021
1468,R07330,C15572
1469,R07330,C00019
1470,R07330,C15571
1471,R01280,C00020
1472,R01280,C00154
1473,R01280,C00013
1474,R01280,C00002
1475,R01280,C00249
1476,R01280,C00010
1477,R07920,C00021
1478,R07920,C07481
1479,R07920,C00019
1480,R07920,C07480
1481,R00654,C00409
1482,R00654,C00014
1483,R00654,C00109
1484,R00654,C00073
1485,R00654,C00001
1486,R10252,C10428
1487,R10252,C00021
1488,R10252,C20464
1489,R10252,C00019
1490,R07773,C11542
1491,R07773,C00021
1492,R07773,C16243
1493,R07773,C00019
1494,R10430,C00073
1495,R10430,C05689
1496,R10430,C03172
1497,R10430,C05688
1498,R09737,C00021
1499,R09737,C19859
1500,R09737,C00019
1501,R09737,C19858
1502,R04237,C00021
1503,R04237,C04536
1504,R04237,C00019
1505,R04237,C03516
1506,R08588,C17017
1507,R08588,C05198
1508,R08588,C00073
1509,R08588,C17010
1510,R08588,C00019
1511,R02056,C00021
1512,R02056,C01241
1513,R02056,C00019
1514,R02056,C00350
1515,R02534,C00021
1516,R02534,C05589
1517,R02534,C00019
1518,R02534,C00547
1519,R00599,C00021
1520,R00599,C04159
1521,R00599,C00019
1522,R00599,C17324
1523,R05537,C00805
1524,R05537,C00020
1525,R05537,C00013
1526,R05537,C01352
1527,R05537,C00024
1528,R05537,C00004
1529,R05537,C00080
1530,R05537,C01198
1531,R05537,C00002
1532,R05537,C00010
1533,R05537,C00016
1534,R05537,C00003
1535,R07456,C00018
1536,R07456,C00025
1537,R07456,C00009
1538,R07456,C00001
1539,R07456,C00118
1540,R07456,C00199
1541,R07456,C00064
1542,R05520,C00021
1543,R05520,C01912
1544,R05520,C00019
1545,R05520,C06616
1546,R11698,C00021
1547,R11698,C21602
1548,R11698,C00019
1549,R11698,C21601
1550,R11022,C10164
1551,R11022,C00001
1552,R11022,C03824
1553,R02025,C02989
1554,R02025,C00342
1555,R02025,C00073
1556,R02025,C00343
1557,R02025,C00001
1558,R11595,C00021
1559,R11595,C21491
1560,R11595,C00019
1561,R11595,C02105
1562,R04507,C00020
1563,R04507,C00013
1564,R04507,C04644
1565,R04507,C00002
1566,R04507,C04554
1567,R04507,C00010
1568,R01074,C00013
1569,R01074,C05921
1570,R01074,C00002
1571,R01074,C00120
1572,R02144,C00021
1573,R02144,C01262
1574,R02144,C00019
1575,R02144,C00386
1576,R04881,C00021
1577,R04881,C05594
1578,R04881,C00019
1579,R04881,C05576
1580,R10452,C00021
1581,R10452,C20635
1582,R10452,C00019
1583,R10452,C00954
1584,R11797,C00021
1585,R11797,C21675
1586,R11797,C00019
1587,R11797,C21672
1588,R10305,C02291
1589,R10305,C00033
1590,R10305,C00979
1591,R10305,C00155
1592,R11632,C00020
1593,R11632,C00013
1594,R11632,C20750
1595,R11632,C00002
1596,R11632,C00318
1597,R11632,C00010
1598,R11367,C00020
1599,R11367,C00013
1600,R11367,C21309
1601,R11367,C00002
1602,R11367,C21308
1603,R11367,C21097
1604,R08553,C00224
1605,R08553,C01352
1606,R08553,C00020
1607,R08553,C00094
1608,R08553,C00016
1609,R04715,C00021
1610,R04715,C05203
1611,R04715,C00080
1612,R04715,C00019
1613,R04715,C06350
1614,R12066,C21861
1615,R12066,C21851
1616,R12066,C00020
1617,R12066,C00013
1618,R12066,C02743
1619,R12066,C21878
1620,R12066,C00002
1621,R10204,C20440
1622,R10204,C01438
1623,R10204,C00073
1624,R10204,C05198
1625,R10204,C00028
1626,R10204,C20423
1627,R10204,C00019
1628,R10204,C00030
1629,R00390,C00020
1630,R00390,C00013
1631,R00390,C00040
1632,R00390,C00002
1633,R00390,C00347
1634,R00390,C00010
1635,R05214,C00021
1636,R05214,C06517
1637,R05214,C00019
1638,R05214,C02916
1639,R09369,C00021
1640,R09369,C02535
1641,R09369,C00019
1642,R09369,C05703
1643,R07636,C00020
1644,R07636,C16071
1645,R07636,C00016
1646,R07239,C00021
1647,R07239,C15529
1648,R07239,C00019
1649,R07239,C15528
1650,R10650,C20754
1651,R10650,C00073
1652,R10650,C05198
1653,R10650,C20751
1654,R10650,C17023
1655,R10650,C00019
1656,R03111,C00021
1657,R03111,C03686
1658,R03111,C00019
1659,R03111,C00961
1660,R08151,C09694
1661,R08151,C00021
1662,R08151,C16504
1663,R08151,C00019
1664,R11416,C00021
1665,R11416,C21347
1666,R11416,C00019
1667,R11416,C21346
1668,R11924,C00020
1669,R11924,C00013
1670,R11924,C21507
1671,R11924,C00002
1672,R11924,C21448
1673,R11924,C00229
1674,R04436,C00021
1675,R04436,C05575
1676,R04436,C00019
1677,R04436,C04259
1678,R01169,C05575
1679,R01169,C00021
1680,R01169,C00135
1681,R01169,C00019
1682,R01169,C00080
1683,R07233,C00021
1684,R07233,C04152
1685,R07233,C00019
1686,R07233,C00240
1687,R04033,C00021
1688,R04033,C03711
1689,R04033,C00019
1690,R04033,C02735
1691,R05323,C00021
1692,R05323,C01265
1693,R05323,C00019
1694,R05323,C04443
1695,R11045,C00021
1696,R11045,C21073
1697,R11045,C00019
1698,R11045,C12318
1699,R11521,C00021
1700,R11521,C02811
1701,R11521,C00019
1702,R11521,C21436
1703,R04157,C00020
1704,R04157,C00013
1705,R04157,C03188
1706,R04157,C00002
1707,R04157,C04025
1708,R04157,C00010
1709,R06816,C11620
1710,R06816,C00021
1711,R06816,C12633
1712,R06816,C00019
1713,R03650,C00020
1714,R03650,C00013
1715,R03650,C03125
1716,R03650,C00002
1717,R03650,C00097
1718,R03650,C01639
1719,R00982,C00020
1720,R00982,C00013
1721,R00982,C02247
1722,R00982,C00002
1723,R00982,C00108
1724,R00982,C00010
1725,R05225,C06507
1726,R05225,C00025
1727,R05225,C00009
1728,R05225,C00008
1729,R05225,C06506
1730,R05225,C00064
1731,R05225,C00002
1732,R05225,C00001
1733,R00683,C00021
1734,R00683,C02983
1735,R00683,C00019
1736,R00683,C00078
1737,R10661,C20563
1738,R10661,C00020
1739,R10661,C00013
1740,R10661,C00078
1741,R10661,C00148
1742,R10661,C00002
1743,R06478,C11956
1744,R06478,C00021
1745,R06478,C11955
1746,R06478,C00019
1747,R00181,C00130
1748,R00181,C00014
1749,R00181,C00020
1750,R00181,C00001
1751,R11936,C00021
1752,R11936,C07576
1753,R11936,C00019
1754,R11936,C21779
1755,R02961,C00021
1756,R02961,C03391
1757,R02961,C00019
1758,R02961,C00821
1759,R05673,C07029
1760,R05673,C00021
1761,R05673,C07028
1762,R05673,C00019
1763,R00595,C00021
1764,R00595,C04155
1765,R00595,C00019
1766,R00595,C17325
1767,R04889,C05582
1768,R04889,C00005
1769,R04889,C00080
1770,R04889,C05581
1771,R04889,C00006
1772,R04889,C00001
1773,R10606,C09555
1774,R10606,C00021
1775,R10606,C05178
1776,R10606,C00019
1777,R10958,C00021
1778,R10958,C20977
1779,R10958,C00019
1780,R10958,C20976
1781,R03503,C00020
1782,R03503,C04807
1783,R03503,C00002
1784,R03503,C01300
1785,R05809,C11540
1786,R05809,C00021
1787,R05809,C11539
1788,R05809,C00019
1789,R00122,C00020
1790,R00122,C00009
1791,R00122,C00008
1792,R00122,C00001
1793,R03934,C00021
1794,R03934,C02381
1795,R03934,C00019
1796,R03934,C02379
1797,R07501,C15883
1798,R07501,C00021
1799,R07501,C15882
1800,R07501,C00019
1801,R06715,C12383
1802,R06715,C00021
1803,R06715,C12382
1804,R06715,C00019
1805,R11275,C21258
1806,R11275,C00073
1807,R11275,C05198
1808,R11275,C00028
1809,R11275,C00001
1810,R11275,C01441
1811,R11275,C00019
1812,R11275,C00030
1813,R03303,C04642
1814,R03303,C01161
1815,R03303,C00007
1816,R04994,C03313
1817,R04994,C00021
1818,R04994,C21084
1819,R04994,C00019
1820,R11723,C00020
1821,R11723,C00013
1822,R11723,C08511
1823,R11723,C00010
1824,R11723,C00002
1825,R11723,C00407
1826,R11723,C00332
1827,R08890,C17580
1828,R08890,C00940
1829,R08890,C17209
1830,R08890,C00064
1831,R11192,C00021
1832,R11192,C21162
1833,R11192,C00019
1834,R11192,C21164
1835,R08236,C16614
1836,R08236,C00021
1837,R08236,C02380
1838,R08236,C00019
1839,R03721,C00021
1840,R03721,C05315
1841,R03721,C00019
1842,R03721,C01795
1843,R01723,C05380
1844,R01723,C00020
1845,R01723,C00013
1846,R01723,C00253
1847,R01723,C00037
1848,R01723,C00002
1849,R03651,C00020
1850,R03651,C00013
1851,R03651,C06112
1852,R03651,C00002
1853,R03651,C00025
1854,R03651,C01640
1855,R04274,C00020
1856,R04274,C00013
1857,R04274,C04312
1858,R04274,C00002
1859,R04274,C03638
1860,R12138,C15985
1861,R12138,C00021
1862,R12138,C11809
1863,R12138,C00019
1864,R11392,C00020
1865,R11392,C00013
1866,R11392,C21327
1867,R11392,C00002
1868,R11392,C21326
1869,R11392,C21097
1870,R02808,C00021
1871,R02808,C02436
1872,R02808,C00019
1873,R02808,C00706
1874,R00594,C00021
1875,R00594,C03446
1876,R00594,C00019
1877,R00594,C01764
1878,R04773,C00020
1879,R04773,C00013
1880,R04773,C05336
1881,R04773,C00002
1882,R04773,C05335
1883,R04773,C01647
1884,R02174,C00021
1885,R02174,C06213
1886,R02174,C00019
1887,R02174,C00398
1888,R09679,C00021
1889,R09679,C19807
1890,R09679,C00019
1891,R09679,C10192
1892,R11580,C00021
1893,R11580,C11540
1894,R11580,C00028
1895,R11580,C00019
1896,R11580,C17401
1897,R11580,C00030
1898,R10061,C00021
1899,R10061,C00719
1900,R10061,C00019
1901,R10061,C00213
1902,R11679,C00956
1903,R11679,C00005
1904,R11679,C00080
1905,R11679,C00002
1906,R11679,C04076
1907,R11679,C00006
1908,R11679,C00020
1909,R11679,C00013
1910,R10404,C00021
1911,R10404,C00019
1912,R04036,C03797
1913,R04036,C00205
1914,R04036,C00020
1915,R04036,C00013
1916,R04036,C00011
1917,R04036,C02740
1918,R04036,C00007
1919,R04036,C00002
1920,R00253,C00008
1921,R00253,C00009
1922,R00253,C00064
1923,R00253,C00002
1924,R00253,C00025
1925,R00253,C00014
1926,R08468,C00021
1927,R08468,C16720
1928,R08468,C00019
1929,R08468,C04692
1930,R04772,C00021
1931,R04772,C05690
1932,R04772,C00019
1933,R04772,C05335
1934,R05216,C00021
1935,R05216,C05178
1936,R05216,C00019
1937,R05216,C06516
1938,R12057,C00020
1939,R12057,C12470
1940,R12057,C20656
1941,R12057,C21097
1942,R10003,C00020
1943,R10003,C00013
1944,R10003,C07160
1945,R10003,C20271
1946,R10003,C00002
1947,R10003,C00010
1948,R02895,C05939
1949,R02895,C00763
1950,R02895,C00064
1951,R05760,C00021
1952,R05760,C11513
1953,R05760,C00019
1954,R05760,C01902
1955,R01972,C00021
1956,R01972,C21289
1957,R01972,C00019
1958,R01972,C00331
1959,R10307,C00021
1960,R10307,C03944
1961,R10307,C00019
1962,R10307,C20445
1963,R11507,C21427
1964,R11507,C00021
1965,R11507,C18157
1966,R11507,C00019
1967,R01188,C00021
1968,R01188,C03659
1969,R01188,C00019
1970,R01188,C00137
1971,R09373,C18904
1972,R09373,C00073
1973,R09373,C05689
1974,R09373,C01180
1975,R04867,C00021
1976,R04867,C05546
1977,R04867,C00019
1978,R04867,C05545
1979,R11954,C00021
1980,R11954,C21800
1981,R11954,C00019
1982,R11954,C21653
1983,R00021,C00064
1984,R00021,C00026
1985,R00021,C00138
1986,R00021,C00080
1987,R00021,C00025
1988,R00021,C00139
1989,R06807,C10098
1990,R06807,C00021
1991,R06807,C05903
1992,R06807,C00019
1993,R06815,C12633
1994,R06815,C00021
1995,R06815,C10107
1996,R06815,C00019
1997,R01568,C00020
1998,R01568,C00364
1999,R01568,C00008
2000,R01568,C00214
2001,R07236,C00021
2002,R07236,C02477
2003,R07236,C00019
2004,R07236,C02483
2005,R03932,C00020
2006,R03932,C00013
2007,R03932,C06387
2008,R03932,C00002
2009,R03932,C02370
2010,R03932,C00010
2011,R11681,C21566
2012,R11681,C00021
2013,R11681,C07304
2014,R11681,C00019
2015,R10552,C20691
2016,R10552,C00073
2017,R10552,C05198
2018,R10552,C00011
2019,R10552,C00001
2020,R10552,C20688
2021,R10552,C00022
2022,R10552,C00019
2023,R09379,C00020
2024,R09379,C00013
2025,R09379,C03492
2026,R09379,C00002
2027,R09379,C18911
2028,R09379,C00099
2029,R03366,C00021
2030,R03366,C01494
2031,R03366,C00019
2032,R03366,C01197
2033,R06577,C02325
2034,R06577,C00021
2035,R06577,C12205
2036,R06577,C00019
2037,R07524,C15881
2038,R07524,C00021
2039,R07524,C15879
2040,R07524,C00019
2041,R11104,C00020
2042,R11104,C21113
2043,R11104,C00004
2044,R11104,C00001
2045,R10647,C20753
2046,R10647,C00021
2047,R10647,C20755
2048,R10647,C00019
2049,R12161,C21971
2050,R12161,C15809
2051,R12161,C00073
2052,R12161,C05198
2053,R12161,C04732
2054,R12161,C00082
2055,R12161,C00019
2056,R07396,C00073
2057,R07396,C00026
2058,R07396,C01180
2059,R07396,C00025
2060,R01938,C02220
2061,R01938,C00005
2062,R01938,C00080
2063,R01938,C00001
2064,R01938,C00322
2065,R01938,C00014
2066,R01938,C00006
2067,R05451,C00013
2068,R05451,C06671
2069,R05451,C00020
2070,R05451,C00010
2071,R05451,C00002
2072,R05451,C06670
2073,R05578,C02987
2074,R05578,C00013
2075,R05578,C00020
2076,R05578,C01641
2077,R05578,C00025
2078,R05578,C00002
2079,R04710,C05198
2080,R04710,C00073
2081,R04710,C05199
2082,R04710,C05312
2083,R04710,C00019
2084,R04710,C05196
2085,R04710,C05197
2086,R01189,C00021
2087,R01189,C03660
2088,R01189,C00019
2089,R01189,C00137
2090,R05674,C07030
2091,R05674,C00021
2092,R05674,C07029
2093,R05674,C00019
2094,R05035,C00021
2095,R05035,C05902
2096,R05035,C00019
2097,R05035,C05903
2098,R08147,C16503
2099,R08147,C00021
2100,R08147,C16502
2101,R08147,C00019
2102,R01942,C00021
2103,R01942,C00406
2104,R01942,C00019
2105,R01942,C00323
2106,R08449,C16709
2107,R08449,C00021
2108,R08449,C16708
2109,R08449,C00019
2110,R06687,C12429
2111,R06687,C00021
2112,R06687,C12428
2113,R06687,C00019
2114,R00127,C00008
2115,R00127,C00002
2116,R00127,C00020
2117,R07238,C00021
2118,R07238,C02463
2119,R07238,C00019
2120,R07238,C15527
2121,R10824,C00021
2122,R10824,C20872
2123,R10824,C00019
2124,R10824,C20871
2125,R09279,C11062
2126,R09279,C00020
2127,R09279,C00013
2128,R09279,C00989
2129,R09279,C00002
2130,R09279,C00010
2131,R04988,C05812
2132,R04988,C00021
2133,R04988,C05811
2134,R04988,C00019
2135,R03003,C00021
2136,R03003,C03110
2137,R03003,C00019
2138,R03003,C00856
2139,R06268,C11829
2140,R06268,C05198
2141,R06268,C00073
2142,R06268,C04536
2143,R06268,C00019
2144,R06268,C00001
2145,R10447,C00021
2146,R10447,C20645
2147,R10447,C00019
2148,R10447,C00180
2149,R09856,C00021
2150,R09856,C12045
2151,R09856,C00019
2152,R09856,C20138
2153,R05149,C00021
2154,R05149,C06408
2155,R05149,C00011
2156,R05149,C00019
2157,R05149,C06319
2158,R01077,C00120
2159,R01077,C00047
2160,R01077,C05552
2161,R01077,C00001
2162,R03633,C00021
2163,R03633,C01610
2164,R03633,C00019
2165,R03633,C02864
2166,R08578,C00020
2167,R08578,C00013
2168,R08578,C17027
2169,R08578,C00002
2170,R08578,C16138
2171,R08578,C16139
2172,R03306,C01161
2173,R03306,C01327
2174,R03306,C00003
2175,R03306,C03077
2176,R03306,C00007
2177,R03306,C00004
2178,R03306,C00080
2179,R10658,C00021
2180,R10658,C20763
2181,R10658,C00019
2182,R10658,C20762
2183,R10437,C20650
2184,R10437,C05198
2185,R10437,C00073
2186,R10437,C00019
2187,R10437,C21407
2188,R10437,C00001
2189,R04716,C00021
2190,R04716,C05318
2191,R04716,C00019
2192,R04716,C05204
2193,R00601,C00021
2194,R00601,C04728
2195,R00601,C00019
2196,R00601,C11478
2197,R05764,C00021
2198,R05764,C11515
2199,R05764,C00019
2200,R05764,C02341
2201,R02718,C00020
2202,R02718,C00013
2203,R02718,C04260
2204,R02718,C00002
2205,R02718,C00133
2206,R02718,C00653
2207,R04762,C05299
2208,R04762,C00021
2209,R04762,C05298
2210,R04762,C00019
2211,R06777,C20637
2212,R06777,C00020
2213,R06777,C00013
2214,R06777,C12477
2215,R06777,C12468
2216,R06777,C00002
2217,R01375,C00940
2218,R01375,C00079
2219,R01375,C00064
2220,R01375,C00166
2221,R11294,C17703
2222,R11294,C00541
2223,R11294,C05198
2224,R11294,C00073
2225,R11294,C17702
2226,R11294,C06453
2227,R11294,C00019
2228,R11294,C00080
2229,R11294,C05359
2230,R00184,C00002
2231,R00184,C00020
2232,R00184,C01260
2233,R00184,C00001
2234,R10062,C00021
2235,R10062,C00719
2236,R10062,C00019
2237,R10062,C00037
2238,R08803,C17746
2239,R08803,C00021
2240,R08803,C17745
2241,R08803,C00019
2242,R01407,C00020
2243,R01407,C00013
2244,R01407,C03371
2245,R01407,C00002
2246,R01407,C00638
2247,R01407,C02743
2248,R03613,C00020
2249,R03613,C00013
2250,R03613,C02872
2251,R03613,C00002
2252,R03613,C01573
2253,R03613,C00014
2254,R03613,C00080
2255,R03762,C00020
2256,R03762,C01894
2257,R03762,C05921
2258,R03762,C00010
2259,R04927,C00126
2260,R04927,C05686
2261,R04927,C00125
2262,R04927,C05684
2263,R04927,C00020
2264,R07234,C00021
2265,R07234,C04153
2266,R07234,C00019
2267,R07234,C00240
2268,R11274,C21257
2269,R11274,C00073
2270,R11274,C05198
2271,R11274,C00028
2272,R11274,C00001
2273,R11274,C01743
2274,R11274,C00019
2275,R11274,C00030
2276,R04323,C03824
2277,R04323,C00011
2278,R04323,C04409
2279,R07775,C11545
2280,R07775,C00021
2281,R07775,C16244
2282,R07775,C00019
2283,R03950,C00021
2284,R03950,C05778
2285,R03950,C00019
2286,R03950,C02469
2287,R00986,C00108
2288,R00986,C00022
2289,R00986,C00025
2290,R00986,C00251
2291,R00986,C00064
2292,R02918,C00020
2293,R02918,C00013
2294,R02918,C02839
2295,R02918,C00002
2296,R02918,C00082
2297,R02918,C00787
2298,R05776,C00021
2299,R05776,C11523
2300,R05776,C00019
2301,R05776,C11522
2302,R03258,C00020
2303,R03258,C04292
2304,R03258,C00002
2305,R03258,C01117
2306,R03209,C00020
2307,R03209,C00013
2308,R03209,C01063
2309,R03209,C00002
2310,R03209,C02656
2311,R03209,C00010
2312,R11532,C02501
2313,R11532,C00014
2314,R11532,C02220
2315,R11532,C00001
2316,R06368,C11929
2317,R06368,C00001
2318,R06368,C00020
2319,R06368,C00013
2320,R06368,C11924
2321,R06368,C00010
2322,R06368,C00002
2323,R09286,C01013
2324,R09286,C00010
2325,R09286,C00002
2326,R09286,C05668
2327,R09286,C00013
2328,R09286,C00020
2329,R06479,C11964
2330,R06479,C00021
2331,R06479,C11963
2332,R06479,C00019
2333,R03701,C00021
2334,R03701,C16614
2335,R03701,C00019
2336,R03701,C01756
2337,R10497,C00021
2338,R10497,C20647
2339,R10497,C00019
2340,R10497,C20648
2341,R07722,C00021
2342,R07722,C16190
2343,R07722,C00019
2344,R07722,C15567
2345,R10769,C00020
2346,R10769,C00013
2347,R10769,C20838
2348,R10769,C00002
2349,R10769,C20199
2350,R10769,C00010
2351,R10767,C18001
2352,R10767,C00020
2353,R10767,C00013
2354,R10767,C00009
2355,R10767,C00397
2356,R10767,C00169
2357,R10767,C00002
2358,R10767,C00001
2359,R12055,C01180
2360,R12055,C00078
2361,R12055,C00073
2362,R12055,C00331
2363,R05808,C17401
2364,R05808,C00021
2365,R05808,C11538
2366,R05808,C00019
2367,R01300,C00020
2368,R01300,C00013
2369,R01300,C02949
2370,R01300,C00002
2371,R01300,C00156
2372,R01300,C00010
2373,R01571,C00212
2374,R01571,C00364
2375,R01571,C00020
2376,R01571,C00214
2377,R00093,C00064
2378,R00093,C00026
2379,R00093,C00004
2380,R00093,C00080
2381,R00093,C00025
2382,R00093,C00003
2383,R00235,C00020
2384,R00235,C00013
2385,R00235,C00024
2386,R00235,C00002
2387,R00235,C00033
2388,R00235,C00010
2389,R10060,C00021
2390,R10060,C01026
2391,R10060,C00019
2392,R10060,C00037
2393,R06456,C11992
2394,R06456,C00021
2395,R06456,C11991
2396,R06456,C00019
2397,R07325,C00020
2398,R07325,C00013
2399,R07325,C00173
2400,R07325,C00002
2401,R07325,C00174
2402,R07325,C00229
2403,R03554,C00021
2404,R03554,C01433
2405,R03554,C00019
2406,R03554,C01512
2407,R01357,C00020
2408,R01357,C00013
2409,R01357,C00332
2410,R01357,C00002
2411,R01357,C00164
2412,R01357,C00010
2413,R05755,C00021
2414,R05755,C07294
2415,R05755,C00019
2416,R05755,C06697
2417,R02155,C00021
2418,R02155,C05127
2419,R02155,C00019
2420,R02155,C00388
2421,R06719,C12387
2422,R06719,C00021
2423,R06719,C12386
2424,R06719,C00019
2425,R03662,C00020
